Id,saleprice
2,114728.14558517092
4,109982.72917236308
6,180547.16177800926
7,145639.2456290609
17,165408.56546854682
18,147729.54000735545
22,133263.0064489906
27,79208.32315385275
31,71997.0828289686
36,92264.30137005907
39,216889.62316233333
40,182228.360308662
42,127448.83487553161
46,190666.1708091445
53,118317.51678487082
58,141864.8846801494
61,182049.86758344417
72,114791.86840705884
79,99063.13125293529
80,211047.6975099352
82,133306.08740463425
83,60580.12923897629
85,116118.80025653238
88,89946.89181993622
92,172075.4436261134
93,212208.06380912103
95,97660.50172869473
102,71240.57557619901
103,68808.19353679672
106,151956.09798751897
107,69035.77897528447
110,131759.92927032977
114,137471.14196110592
116,96228.03562515028
117,120570.69899218659
118,100434.044736636
125,159988.44561104022
126,66819.49620398157
127,139948.25529681554
128,109665.42998907442
134,88798.11191981653
135,180624.90095626915
137,232799.7968775766
143,121322.42874551601
147,92185.32645144286
148,146395.4353037374
150,63305.96862310281
156,109099.57399675458
157,105882.18412152253
159,111747.19790064158
161,130151.61591931038
167,86314.53600122425
170,39239.050924916715
171,39691.156891450264
175,66994.10607572026
179,62965.48726695475
181,65444.02415424306
186,120051.58106554314
193,125243.2836085612
194,74370.6831885411
206,74726.59630721061
208,74920.89306041584
210,131866.13716918862
211,51794.403828726114
212,48921.0096732834
214,47487.423708470975
215,59621.26118957911
217,56272.96535476421
222,135248.76603301737
227,122202.5472595053
228,115544.0817847657
233,167416.96657378148
235,107788.17304880607
238,110265.2039853088
241,155981.96825763772
252,145665.93676927034
253,192283.57242945672
256,151169.25521284447
257,110333.80898621859
258,166419.07338637154
259,174934.84051802196
261,144015.54345829514
263,78915.84652163376
266,199050.00498743815
267,161590.8138944465
270,111554.17923477475
271,139280.29553475173
276,50519.78018446536
285,103926.20724021907
288,67636.88818980425
289,69004.81141594604
290,65938.76946627705
291,77808.83515656993
292,56733.483363984546
293,136582.42741097749
294,130806.45353948728
295,117981.66221513608
304,68451.99764815932
322,178549.23777777876
326,217300.21241285602
327,105141.08236755348
328,147641.99266623167
331,54108.14873328287
332,53701.400068688534
333,100449.86662162757
335,185999.23390982806
337,268113.3023384109
342,108073.25492071109
343,106487.24588776774
347,125276.77320042338
350,232097.03668553525
352,150312.73029879795
358,111625.05452526131
359,155276.88002122514
360,109172.75295931245
368,194436.33195651573
369,169026.82110998937
373,81405.2353498752
377,135295.38644112862
383,117144.63418065377
386,112629.86473615655
387,140186.16945026378
390,96762.86838044584
391,77395.22366288536
395,118013.99873292434
397,108131.45697029251
398,82400.32824010843
401,80609.27120319936
404,116335.91065793489
408,84630.46898312197
409,94811.41053985192
410,65735.4792868636
418,75483.32464482012
422,233759.8582658292
427,149668.724098727
431,175201.7094351072
433,348117.17253329407
437,256487.0420874017
438,219252.55110458474
442,171348.50484746954
447,177320.84034983633
459,130077.9536315174
460,105474.33387855535
464,198998.22264193645
465,145396.90104011254
467,159529.25620224432
468,130987.09117527772
474,110506.26304665567
480,171255.4285083802
481,185567.30808349897
483,174969.36078068425
488,147132.6391592337
492,142350.76012597585
494,124692.89982733295
499,186529.98498496794
500,182345.15983704344
501,143034.79901963565
503,178013.7411870117
506,164569.50613060367
508,224484.02344048634
511,264622.15436928987
515,139680.59269212326
519,152235.15450286903
521,159847.43625313556
530,94516.17893937705
532,170331.0195942911
534,111430.3296502516
540,115316.62408178154
541,74611.1271544005
551,153064.540970694
552,159440.69238332857
554,63680.662122221154
555,78736.55281864417
556,82148.0075864307
557,104393.64640259983
565,209183.80721463118
566,114424.81996047153
567,68298.46038054713
569,100137.15264462958
570,108998.33394764418
574,114742.24631665986
575,183557.81100280315
576,114312.79959884966
577,168625.89751532802
578,179579.24236001557
583,192336.17784345296
584,190652.54960583127
585,119307.53585074809
587,134312.8866151475
593,166573.67560901598
597,132074.51787759727
598,111709.46869222738
599,119177.07481721329
600,78903.39212757505
605,87091.48685950272
607,110724.2341693914
608,112401.87809923576
611,136747.33882325786
616,68077.28602820574
625,127657.77606818407
629,79296.32502556064
630,106675.08637296739
631,98092.78091876942
640,136374.17242642818
642,77419.86221911642
643,95812.90400513998
646,67496.12192445874
647,108206.76569480509
655,89056.59517829295
659,78850.6626651144
663,40055.62599674598
665,52467.27488636184
667,191879.64768974355
673,103213.400555396
676,138730.111336206
680,155599.4799378386
682,104810.03596012804
687,83787.28920760185
688,117297.4291500687
692,82283.73359005353
693,68014.61625648302
695,110175.1158407833
697,79447.70375701599
700,96966.76437673076
702,66541.68559603738
703,97544.68617142882
704,46277.87024333695
712,63647.873097479656
713,41263.907234568454
717,126315.70655368992
720,122933.17485061027
721,33309.03201785913
726,96040.73966203514
733,74422.6601656924
736,65096.20815378302
738,58666.94750167692
741,63157.672395430025
743,15425.015738194577
745,67786.6998040997
750,125821.26779884304
756,75123.53999498287
757,101704.48103406072
758,94273.32188209973
760,51514.18002053281
765,122629.73303162133
775,92286.2662790463
776,85249.59408271704
780,113759.92220231444
783,171994.93847741064
790,95931.75201435553
795,56817.34794173131
796,98008.56678575645
797,100918.77235876198
798,60574.58547178725
804,144358.2643529776
805,196935.1542427616
806,233429.35275604267
808,103705.95420523593
814,106975.01999327407
818,177764.53226703388
821,202499.99420629017
822,285238.4577876276
825,262805.3963312764
827,245300.16890107488
830,209918.62239918008
834,234669.16746177865
835,188005.29227415466
842,92352.92103720456
845,174862.95346513807
852,179887.39456650437
857,117723.15781586841
858,99956.00814619675
859,114724.10317975367
860,75661.19934626958
861,75804.20504745848
864,165425.16997549598
868,168012.61105420184
869,167796.26805557476
872,170918.3204595746
873,173518.7347152938
885,67978.06553157493
890,95205.72367942345
895,83162.64499782704
899,46502.37991385461
906,50534.62069392534
918,101319.7365896984
923,137442.5735640327
925,71065.38019079178
927,125951.94023676486
932,137785.70507248153
933,78769.56098142489
934,88442.52236245532
942,87048.35378995659
947,223353.84768822894
948,350911.8394272465
951,190820.96713154187
957,542966.9572981657
958,192468.80181736164
959,168850.58845857656
963,165891.4174511149
967,155406.49956291536
968,172232.23851679947
971,152702.72585759734
972,156378.36487877514
976,132816.93013371993
978,99525.67149729836
979,66329.45262634431
984,87838.14244373432
986,260684.89591142998
991,163124.16099628818
996,194850.46743595047
1001,172402.69893505907
1007,142152.78482661044
1008,137869.57382106682
1009,137853.96796081186
1014,162879.90429288129
1022,96685.08174705852
1024,66637.30591172479
1027,95331.51605475601
1030,99471.20364342019
1032,108980.74727739209
1035,136660.01852497188
1042,80263.57349395585
1047,91399.20746390731
1050,78304.23259705497
1055,194861.39000549333
