Id,saleprice
2,121282.8899043063
4,248398.74531216867
6,185189.80973429038
7,221083.20082301617
17,211346.3071769139
18,328649.7530384864
22,170083.76262561165
27,113963.05534800231
31,110446.13512996219
36,153888.09343981533
39,340741.85644515377
40,257834.84213886718
42,298003.5499133488
46,212543.8567120104
53,183450.18743566374
58,169136.47622219694
61,335747.6160269883
72,197740.70128747087
79,129854.55011763416
80,213818.89462533363
82,155729.19692048666
83,105562.14248984994
85,143515.66097091616
88,120475.30841198914
92,293494.68601670576
93,292324.9224018966
95,203507.686896581
102,171087.24077965392
103,183061.68416976044
106,258053.02786111564
107,158276.5361565817
110,232336.3491664046
114,200960.78649919582
116,176129.24187820853
117,152186.78348027737
118,143006.8041257422
125,136078.12742380358
126,164054.4416050205
127,132023.2929420518
128,181794.44844849847
134,121895.46936875036
135,152685.31103631228
137,270851.37852954655
143,135010.76134979597
147,121261.16255521092
148,159139.10846324495
150,109667.83684998806
156,133810.40339879465
157,120879.07601734126
159,155882.96964219926
161,263219.1417307241
167,127042.85608373367
170,110982.14303863961
171,92627.7085019015
175,104640.16809870864
179,129723.15854182199
181,111470.34180941417
186,207819.86274944726
193,185053.21399454356
194,89035.69538447543
206,115751.7966810612
208,140544.66909023363
210,150367.72367193812
211,101431.3942066354
212,109580.83576639909
214,100132.87690029453
215,134179.19401194935
217,148601.0152743691
222,139763.3730005103
227,133533.6569928959
228,154675.3876334653
233,201575.61097237625
235,120662.93937228381
238,130435.68433354743
241,172017.52083482553
252,199961.50003645162
253,194925.53906368552
256,137259.48560673234
257,136416.1085413375
258,194982.3982093479
259,177141.95896097753
261,137204.79429339085
263,118988.61641732224
266,227401.28403332448
267,239359.12398687415
270,145315.3972647865
271,260780.2676404377
276,104695.53563211563
285,148394.97022790447
288,81055.53692874272
289,127258.19293796628
290,115992.52449586555
291,125816.56114358174
292,116241.25588159723
293,180077.12029434962
294,206535.1828394686
295,170610.67964264296
304,124238.65392583555
322,341346.45450959116
326,175388.60583434292
327,105408.44589034017
328,121828.43271460177
331,87146.85324772248
332,91617.85099203578
333,101225.78854745427
335,127563.34317147023
337,226743.9043262981
342,124421.45025655275
343,175750.56387387004
347,173013.3767670992
350,356730.36514054367
352,232852.50264927588
358,164195.27511492572
359,165903.8379361752
360,157398.34176538323
368,338570.17335193587
369,220768.32927910364
373,188894.59629332807
377,248869.47324433536
383,173765.1311879724
386,240528.34998561512
387,238926.27907525437
390,165900.66159301138
391,151561.57027945018
395,151476.8551525736
397,124955.62842209486
398,113226.52246203805
401,110107.99847728557
404,127474.93814081808
408,125731.10458273198
409,136695.3911172133
410,157059.44359041884
418,139399.8979293014
422,425460.66688604583
427,367471.36349884624
431,409631.1035371494
433,548002.0435422381
437,343484.7751038558
438,284039.9844014698
442,331516.24530433794
447,221594.88440267066
459,333550.8499100442
460,258600.14357216062
464,186549.93628840786
465,180648.84859039617
467,165254.77785602582
468,169245.5642449498
474,178324.3293070458
480,200243.11407807202
481,188688.37944781454
483,214938.83230135887
488,189106.4021380379
492,178457.20856808152
494,163833.19515716346
499,316050.4785935476
500,274000.93861078244
501,318739.0702000677
503,248634.1773826072
506,209014.61975503154
508,286785.9775814507
511,282361.27775878034
515,235217.74709991078
519,232354.7665381161
521,302796.03426832124
530,238591.56598992727
532,233559.01111275397
534,191525.96293244697
540,187508.91746484427
541,125499.1979791264
551,152761.893361506
552,151423.74463700777
554,109290.667481434
555,118144.72301879
556,125894.27192089094
557,127507.31208611287
565,227254.16401175657
566,318303.3092658507
567,164126.05600225553
569,225675.87824934348
570,183629.53437680882
574,229931.41779015242
575,283203.6325641174
576,193086.98606890842
577,217989.06434970067
578,222941.6430367999
583,226058.65961588974
584,216670.73075145207
585,154693.24652486498
587,186362.3651357983
593,220781.53384537325
597,210803.91602433563
598,157248.12313124395
599,155009.19118732875
600,102382.06442885494
605,181950.4520224018
607,159408.97536029047
608,141885.28575438235
611,159978.06356916245
616,112482.58720289754
625,162497.42694717637
629,168224.2261401406
630,126933.71959685472
631,125977.28226620243
640,169481.41501897178
642,170769.84885158762
643,126636.61199782956
646,108956.76187854803
647,142502.6589134351
655,87188.16898903494
659,110203.41853699781
663,65430.95601609477
665,100100.27122117921
667,234661.96986953577
673,148481.20332160467
676,111289.03745319381
680,152584.72474760775
682,121684.38602913835
687,154637.817878326
688,154428.54721684867
692,126659.9884977115
693,109300.19380645269
695,149963.01043427127
697,111901.98066428903
700,155665.68797203648
702,143091.12847670977
703,144249.53788965568
704,104064.24289148695
712,94512.18949684566
713,105538.00679153668
717,237178.94426652594
720,173672.72733828778
721,76084.2430838457
726,143922.24550094022
733,109111.66618418127
736,122119.86341042335
738,98327.7635125665
741,129635.56615782573
743,61181.21230077478
745,112712.45456130726
750,149812.20473066068
756,101239.46919500171
757,128797.19787879521
758,162115.35526512156
760,84545.45516237107
765,138380.0654430368
775,127624.93801486971
776,122906.5796295143
780,147177.5065718442
783,165480.09110724434
790,118130.93459395962
795,83952.25497158543
796,133054.29862914982
797,138725.21370615868
798,113713.16627769705
804,202932.42933490634
805,231092.63981909744
806,240932.6074224849
808,120389.80183283042
814,152331.52801390862
818,354019.1571146099
821,282756.20821633533
822,326157.89500717
825,291594.6858455249
827,246990.2706908205
830,204182.6788423137
834,235191.4128945139
835,183897.34463424227
842,135785.8772096329
845,213822.13996006228
852,212976.09813623116
857,123022.68837381483
858,139213.68928262038
859,114378.01367748437
860,123348.50202425833
861,120384.44422095838
864,268876.4422916
868,200244.71286141642
869,222672.21722775532
872,283361.4204300232
873,204618.38990183803
885,103663.71284389685
890,123091.32210211908
895,96568.14506609424
899,79123.66050299756
906,109990.27803454567
918,131395.55347243714
923,135217.58332867105
925,109371.02934497298
927,120691.54084279771
932,181970.87133423644
933,131399.60965562018
934,147451.1039074041
942,97968.6213475093
947,263823.0682990719
948,260517.8847535657
951,137924.18437866782
957,246473.3908115712
958,313129.56241430744
959,218708.83646019944
963,180889.1569185272
967,221558.53422708693
968,334816.08542820415
971,124037.80858942859
972,172821.8706512055
976,99127.37663617953
978,93064.38360429881
979,104815.02741257244
984,106129.30843281458
986,146077.51849468306
991,191639.42626951158
996,185578.8853929196
1001,242717.0213092906
1007,197298.0496633912
1008,175547.55589584372
1009,207408.21241243495
1014,155004.8132867357
1022,237519.8029545845
1024,156167.957134442
1027,124948.4929032029
1030,167030.25247642762
1032,146529.7257768738
1035,144973.25123816717
1042,127776.76078803804
1047,143393.5285931315
1050,107014.3171481389
1055,284139.4298444783
1059,436520.8173100583
1061,370673.1142162359
1064,476767.74515099026
1077,217431.5768160532
1081,221481.8552640944
1092,210508.64282914542
1093,188021.2302708001
1095,192664.56882680568
1099,257080.05062874343
1101,296623.39856972446
1103,322027.7385936794
1109,246277.0697841971
1112,205288.11905006575
1113,264656.9461794512
1114,230727.41565707975
1116,259904.20096124243
1117,207289.3219281742
1119,275695.9270621233
1121,233141.6847074566
1122,204219.3817554155
1125,255536.58652324782
1137,165668.66380013502
1142,207947.36369721708
1144,190304.30516497424
1145,203228.51001951363
1147,179656.90351579385
1148,200922.94478737185
1149,163309.2282279914
1150,122019.87375842623
1153,113181.55442211953
1154,105553.7467288338
1159,397377.7151804217
1161,178556.34740041435
1167,171659.88677763438
1171,268090.1321901761
1174,180427.79781681395
1188,182090.2142046791
1189,168475.28364472208
1191,158003.49910837747
1195,136064.51149773214
1199,166644.21196567026
1201,174499.59660453998
1204,186356.08138945297
1211,148842.5966570289
1214,160317.61421416016
1219,136152.0616003778
1220,70152.49140226547
1227,160705.31897486033
1229,187246.01154211958
1231,127214.3748810543
1234,195321.82500256642
1235,116643.47415207318
1239,159280.5393746593
1240,143915.98337726292
1241,172704.98306978628
1246,102318.44454957213
1249,160585.53043193673
1250,123970.37692361335
1252,124437.47977294435
1259,151594.10237437816
1267,105458.23909416138
1269,94676.02135828491
1270,134807.42808368817
1272,115074.78603923447
1274,136023.45077265322
1276,117578.22041256144
1279,131394.34689143286
1281,158881.85372491335
1286,137277.30345327003
1287,127209.90215689085
1290,94693.73071569577
1291,135528.3795433727
1297,148666.44745936236
1302,136025.53202167893
1303,64545.84885216606
1312,98855.97473232188
1315,119998.84323899276
1322,81249.8393132949
1327,110893.62982496784
1331,128712.97274702859
1333,116023.70817492262
1334,121936.40265869381
1336,114673.6577785377
1341,115958.85637574087
1344,91907.98294374697
1347,146813.43813595205
1348,163982.45902648615
1353,163391.90177305424
1355,127251.22616871052
1356,118260.9786237831
1357,166236.75859909743
1361,136803.1731779574
1364,127301.92482555543
1368,118144.80581701681
1369,104064.9975331626
1371,128353.41809124788
1373,120936.22471524379
1374,113098.21723349375
1387,119095.15641022101
1388,101228.06551762817
1392,148854.6758027376
1394,133551.08520257843
1406,129592.17613875898
1407,197078.11691187936
1408,140232.5159753704
1409,145634.6156070256
1411,144414.78620174673
1412,103941.6699833033
1413,139366.92497680685
1414,113622.83797631793
1425,270346.54439140874
1430,175446.71478223155
1431,194978.93017247098
1435,216457.41790988174
1441,221606.83378643746
1444,215829.16361519558
1445,122344.62702784748
1446,126387.84457172157
1452,110431.9299063325
1453,110730.49643529217
1456,240101.57936095918
1457,240356.14393905998
1460,281410.76673122204
1463,276338.3930740288
1468,219504.18327936102
1471,196001.93176656342
1474,208271.5563838779
1475,201289.41488368728
1476,215772.0338807008
1478,204868.7121989451
1482,145040.81065888042
1483,145040.81065888042
1484,145040.81065888042
1485,144816.53485812372
1496,147855.40715891344
1497,143701.06880496693
1500,146414.7176143694
1506,103799.2762579087
1507,93625.71580914792
1509,115946.02162843614
1510,125282.67935516231
1513,111912.43571516343
1517,127625.41892967629
1518,160062.66604595247
1523,177361.6536331288
1524,119717.60611139041
1526,138713.98694090726
1529,179047.567657829
1531,139098.81505414846
1535,112371.4372465622
1536,129865.44639625157
1538,351838.9719276501
1540,210432.54415771668
1543,130234.5211139816
1545,121743.80861097251
1546,128719.54640365619
1557,90435.46421650943
1558,104941.93678384571
1559,88104.47666239286
1563,257663.13162892882
1568,165304.8044357574
1571,195438.1948090775
1578,140872.02283356866
1579,203652.04167279514
1584,236416.42663462448
1586,309755.5022643666
1604,126705.89678299407
1606,135763.59987049075
1610,171355.56862964484
1611,119597.50361940647
1618,162132.41096818403
1623,193746.65539242292
1624,177806.61767455924
1628,165704.96788787865
1633,230278.35324513348
1645,166033.5445255739
1649,203565.26002317513
1652,147252.94632101955
1653,161708.3564741176
1656,145101.47403660291
1662,185040.21861577386
1668,112174.24725517014
1670,108887.67031973966
1672,105183.8332041026
1673,147884.53604676144
